Current Price,Current Trend,Golden Cross,Death Cross,RSI Condition,MACD Condition,Volatility Condition,1-Month Return (%),3-Month Return (%),6-Month Return (%),1-Year Return (%)
24328.94921875,Sideways/Neutral,False,False,Neutral,Bullish,Normal Volatility,6.204707754684646,4.806532651900808,-2.678166129992754,
