Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,SMA_20,SMA_50,SMA_200,EMA_20,EMA_50,MACD,MACD_Signal,MACD_Histogram,RSI,Stoch_K,Stoch_D,BB_Mid,BB_High,BB_Low,BB_Width,ATR,OBV,VWAP,Daily_Return,Volatility_20
2024-11-12 00:00:00+05:30,24225.80078125,24242.0,23839.150390625,23883.44921875,255800,0.0,0.0,,,,24255.899562075487,24343.402357245686,-87.50279517019953,-55.01044123032922,-32.49235393987031,37.99655163627407,9.328283457233974,,,,,,303.57840401785717,-1307100.0,24259.004487688246,-0.010680930776533315,
2024-11-13 00:00:00+05:30,23822.44921875,23873.599609375,23509.599609375,23559.05078125,304600,0.0,0.0,,,,24189.533011520678,24312.64347191252,-123.11046039184293,-68.63044506263196,-54.48001532921097,33.76355398840283,4.810425279669261,18.46541112983716,,,,,320.32114955357144,-1611700.0,24217.387605378488,-0.013582562322921432,
2024-11-14 00:00:00+05:30,23542.150390625,23675.900390625,23484.150390625,23532.69921875,257700,0.0,0.0,,,,24126.977412209188,24282.057422768892,-155.08001055970453,-85.92035816204648,-69.15965239765805,36.473093592749734,4.608558937715763,6.249089224872999,,,,,307.84974888392856,-1869400.0,24181.83341000332,-0.0011185324376894457,
2024-11-18 00:00:00+05:30,23605.30078125,23606.80078125,23350.400390625,23453.80078125,263300,0.0,0.0,,,,24062.865352117835,24249.57677016031,-186.711418042476,-106.07857013813239,-80.6328479043436,30.887475766716236,8.709607367655623,6.042863861680215,,,,,300.61411830357144,-2132700.0,24144.34560683602,-0.0033527151631265184,
2024-11-19 00:00:00+05:30,23529.55078125,23780.650390625,23464.80078125,23518.5,297500,0.0,0.0,,,,24011.021032868517,24220.907092899124,-209.88606003060704,-126.84006811662732,-83.04599191397972,28.955030846566387,14.159342991481394,9.159169765617593,,,,,299.4140625,-1835200.0,24113.085189038164,0.002758581406631766,
2024-11-21 00:00:00+05:30,23488.44921875,23507.30078125,23263.150390625,23349.900390625,420300,0.0,0.0,24057.56005859375,,,23948.05716217866,24186.74996731975,-238.6928051410905,-149.21061552151997,-89.48218961957053,28.417745426331265,6.806862032924762,9.891937464020593,24057.56005859375,24803.107210132508,23312.012907054992,0.06198027977258953,304.01771763392856,-2255500.0,24058.69096128248,-0.007168807933116472,
2024-11-22 00:00:00+05:30,23411.80078125,23956.099609375,23359.0,23907.25,367600,0.0,0.0,24031.14755859375,,,23944.17076578069,24175.789184287605,-231.61841850691417,-165.6921761185988,-65.92624238831536,44.51538761731796,50.53944872018856,23.83521791486491,24031.14755859375,24757.500343450025,23304.794773737478,0.060450944598900214,333.04268973214283,-1887900.0,24039.478622699502,0.023869464111237804,0.0093295156278574
2024-11-25 00:00:00+05:30,24253.55078125,24351.55078125,24135.44921875,24221.900390625,687200,0.0,0.0,24022.27255859375,,,23970.621206242053,24177.59746688907,-206.97626064701763,-173.94899302428257,-33.02726762273505,48.59457566266087,75.22857606993217,44.19162894101516,24022.27255859375,24733.867643108904,23310.6774740786,0.05924460999928053,353.14271763392856,-1200700.0,24059.457609089262,0.013161295867362366,0.009853799723965573
2024-11-26 00:00:00+05:30,24343.30078125,24343.30078125,24125.400390625,24194.5,230700,0.0,0.0,24022.95751953125,,,23991.942996123762,24178.260311324793,-186.3173152010313,-176.42265745963232,-9.894657741398987,53.75521583329957,73.07859706552156,66.2822072852141,24022.95751953125,24735.22116693617,23310.69387212633,0.059298581103166305,332.94991629464283,-1431400.0,24064.783338269663,-0.0011312238174179257,0.00964581515192818
2024-11-27 00:00:00+05:30,24204.80078125,24354.55078125,24145.650390625,24274.900390625,295000,0.0,0.0,24019.74501953125,,,24018.891319409595,24182.050118356172,-163.158798946577,-173.76988575702126,10.611086810444249,51.225082911299474,79.38723529465854,75.89813614337076,24019.74501953125,24726.56272351508,23312.92731554742,0.058853056384161724,320.27845982142856,-1136400.0,24072.61096526716,0.003323085437806128,0.009558404768297368
2024-11-28 00:00:00+05:30,24274.150390625,24345.75,23873.349609375,23914.150390625,366700,0.0,0.0,23992.11005859375,,,24008.91599285868,24171.54424668044,-162.62825382176015,-171.54155936996904,8.913305548208882,39.057630733991395,52.4915666900794,68.31913301675317,23992.11005859375,24667.860309365016,23316.359807822482,0.05633103958934363,330.19642857142856,-1503100.0,24071.261651184337,-0.014861029054492936,0.010014278013219446
2024-11-29 00:00:00+05:30,23927.150390625,24188.44921875,23927.150390625,24131.099609375,282100,0.0,0.0,23981.62255859375,,,24020.552527764998,24169.958182472386,-149.40565470738875,-167.11437843745298,17.708723730064236,48.65456141566752,79.52619645416851,70.46833281296882,23981.62255859375,24640.89352350081,23322.35159368669,0.05498134776296129,326.625,-1221000.0,24071.65123857554,0.009072001940535257,0.010214085271972555
2024-12-02 00:00:00+05:30,24140.849609375,24301.69921875,24008.650390625,24276.05078125,220400,0.0,0.0,23985.1576171875,,,24044.88569476357,24174.118676542097,-129.23298177852848,-159.5380991056681,30.305117327139612,52.43050089259457,92.80740590948055,74.9417230179095,23985.1576171875,24650.212538040312,23320.102696334685,0.05545553891847203,332.5927734375,-1000600.0,24074.993506487703,0.006006820004948565,0.010232788348723243
2024-12-03 00:00:00+05:30,24367.5,24481.349609375,24280.0,24457.150390625,339500,0.0,0.0,23992.79765625,,,24084.148999131325,24185.21795944731,-101.06896031598444,-147.84427134773136,46.775311031746924,55.63142356286655,98.01352534318394,90.115709235611,23992.79765625,24676.539985860112,23309.05532663989,0.05699563172300585,323.5283203125,-661100.0,24088.21426397283,0.007460011144599932,0.010327601151752783
2024-12-04 00:00:00+05:30,24488.75,24573.19921875,24366.30078125,24467.44921875,348000,0.0,0.0,24016.40263671875,,,24120.65378195215,24196.285851968983,-75.63207001683259,-133.40183108155162,57.769761064719034,61.4205396156079,91.92778179486987,94.24957101584478,24016.40263671875,24732.35407059626,23300.451202841243,0.05962187132746414,309.5318080357143,-313100.0,24103.182977811317,0.00042109681465385407,0.009859212790389198
2024-12-05 00:00:00+05:30,24539.150390625,24857.75,24295.55078125,24708.400390625,361500,0.0,0.0,24041.1576171875,,,24176.629649444803,24216.368775053532,-39.7391256087285,-114.669289986987,74.9301643782585,73.23467747985359,90.63403700233332,93.52511471346237,24041.1576171875,24817.46757907125,23264.847655303747,0.06458174554196609,322.9853515625,48400.0,24123.482348834365,0.009847825562885104,0.009893551133568107
2024-12-06 00:00:00+05:30,24729.44921875,24751.05078125,24620.5,24677.80078125,226700,0.0,0.0,24050.8451171875,,,24224.36023342625,24234.464147845552,-10.103914419301873,-93.75621487344998,83.6523004541481,73.10911054527682,88.7150844831493,90.42563442678416,24050.8451171875,24854.770317402566,23246.91991697243,0.06685213731974494,318.61397879464283,-178300.0,24136.92117282944,-0.0012384293961259507,0.009610454202210746
2024-12-09 00:00:00+05:30,24633.900390625,24705.0,24580.05078125,24619.0,248100,0.0,0.0,24071.82763671875,,,24261.944973099944,24249.543985184944,12.40098791499986,-72.52477431576001,84.92576223075987,73.70700343336725,85.02758945905062,88.12557031484441,24071.82763671875,24913.110588051535,23230.544685385965,0.06989772143844256,309.224609375,-426400.0,24149.667581663572,-0.0023827399277279726,0.009213693887982788
2024-12-10 00:00:00+05:30,24652.650390625,24677.80078125,24510.650390625,24610.05078125,261000,0.0,0.0,24094.92021484375,,,24295.09790720947,24263.68150659926,31.416400610210985,-51.73653933056581,83.1529399407768,72.72407164047048,84.46636903121498,86.06968099113828,24094.92021484375,24969.717269376753,23220.123160310748,0.07261257117540329,297.81752232142856,-687400.0,24161.46769735744,-0.0003635086213900074,0.009191847433898375
2024-12-11 00:00:00+05:30,24620.5,24691.75,24583.849609375,24641.80078125,187300,0.0,0.0,24119.94521484375,,,24328.117228546667,24278.50971344831,49.60751509835609,-31.46772844478143,81.07524354313752,78.52002666370021,85.59137823185988,85.02844557404183,24119.94521484375,25028.319603914202,23211.570825773295,0.07532143054051611,287.28543526785717,-500100.0,24170.293551218707,0.0012901233029631864,0.009187110394886781
2024-12-12 00:00:00+05:30,24604.44921875,24675.25,24527.94921875,24548.69921875,266100,0.0,0.0,24153.20771484375,,,24349.125037137463,24289.10538032289,60.019656814572954,-13.17025139291055,73.18990820748351,67.8115787030308,68.6051748665213,79.55430737653205,24153.20771484375,25073.75742561308,23232.65800407442,0.07622587621797258,254.50697544642858,-766200.0,24180.874948645116,-0.003778196379659149,0.008845884076526814
2024-12-13 00:00:00+05:30,24498.349609375,24792.30078125,24180.80078125,24768.30078125,310100,0.0,0.0,24213.67021484375,,,24389.046536576752,24307.897356829835,81.14917974691707,5.693634835054972,75.45554491186209,66.017802074733,90.91332961649799,81.70329423829305,24213.67021484375,25128.73807519379,23298.602354493712,0.07558274745057629,266.4497767857143,-456100.0,24192.44150118585,0.008945547808588916,0.008250365390736621
2024-12-16 00:00:00+05:30,24753.400390625,24781.25,24601.75,24668.25,187600,0.0,0.0,24270.44775390625,,,24415.63734261706,24322.028833032586,93.60850958447554,23.27660978493909,70.33189979953644,63.320651183020566,80.74970288464782,80.08940245588903,24270.44775390625,25147.746977022107,23393.148530790393,0.07229361666594375,263.70689174107144,-643700.0,24200.896873260812,-0.004039468921733236,0.008343823820119898
2024-12-17 00:00:00+05:30,24584.80078125,24624.099609375,24303.44921875,24336.0,264900,0.0,0.0,24314.55771484375,,,24408.052833796388,24322.57672193327,85.4761118631177,35.71651020057482,49.75960166254288,51.50483975089786,46.998192506939304,72.88707500269504,24314.55771484375,25103.204416962028,23525.911012725475,0.06487033088303445,274.84263392857144,-908600.0,24206.123084104533,-0.013468730047733413,0.008991845930358365
2024-12-18 00:00:00+05:30,24297.94921875,24394.44921875,24149.849609375,24198.849609375,235300,0.0,0.0,24348.5751953125,,,24388.128717184827,24317.724678303533,70.40403888129367,42.654015936718594,27.75002294457508,57.87983955542581,29.19614579813502,52.314680396574055,24348.5751953125,25046.069039749364,23651.081350875636,0.057292374509958395,258.57114955357144,-1143900.0,24206.981511722068,-0.005635699812006956,0.009143611705649117
2024-12-19 00:00:00+05:30,23877.150390625,24004.900390625,23870.30078125,23951.69921875,271100,0.0,0.0,24378.66513671875,,,24346.564003048177,24303.3707387132,43.19326433497554,42.76186561636999,0.4313987186055499,45.1162439533259,8.243303650899769,28.145880651991366,24378.66513671875,24931.726470170623,23825.60380326688,0.04537256903527988,262.44614955357144,-1415000.0,24200.83388299277,-0.010213311567061067,0.009318608715326906
2024-12-20 00:00:00+05:30,23960.69921875,24065.80078125,23537.349609375,23587.5,442700,0.0,0.0,24362.67763671875,,,24274.272193234065,24275.297376410723,-1.0251831766581745,34.004455857764356,-35.02963903442253,33.254706226582854,3.798119947636622,13.745856465557138,24362.67763671875,24987.01105345671,23738.344219980787,0.051253267481320176,279.26060267857144,-1857700.0,24183.636413470264,-0.01520556915080562,0.008390836082838051
2024-12-23 00:00:00+05:30,23738.19921875,23869.55078125,23647.19921875,23753.44921875,189800,0.0,0.0,24339.255078125,,,24224.670005187963,24254.83274277697,-30.1627375890057,21.171017168410344,-51.333754757416045,32.759206462683665,16.36621822511815,9.46921394121818,24339.255078125,25018.55529540529,23659.954860844708,0.055819310418486506,284.74288504464283,-1667900.0,24177.05132232173,0.0070354729729729115,0.007961365166385874
2024-12-24 00:00:00+05:30,23769.099609375,23867.650390625,23685.150390625,23727.650390625,177700,0.0,0.0,24315.91259765625,,,24177.334803801015,24234.15892504552,-56.82412124450639,5.571989485826997,-62.39611073033338,32.011432077634794,14.41235420719035,11.525564126648375,24315.91259765625,25046.318478033558,23585.506717278942,0.06007636994448728,283.00013950892856,-1845600.0,24171.116207072617,-0.0010861087115143775,0.007961316253771979
2024-12-26 00:00:00+05:30,23775.80078125,23854.5,23653.599609375,23750.19921875,177700,0.0,0.0,24289.6775390625,,,24136.65522427235,24215.180113033934,-78.52488876158532,-11.247386163655467,-67.27750259792985,23.93217889384222,16.96078812827317,15.913120186860558,24289.6775390625,25062.733623755743,23516.62145436926,0.0636530545496142,257.19308035714283,-1667900.0,24165.24406094633,0.0009503186263191132,0.007911915326517511
2024-12-27 00:00:00+05:30,23801.400390625,23938.849609375,23800.599609375,23813.400390625,176800,0.0,0.0,24284.6400390625,,,24105.869049639266,24199.424045488486,-93.55499584921927,-27.708908100768227,-65.84608774845104,26.893892327113903,21.99693401915849,17.79002545154067,24284.6400390625,25069.226605038297,23500.0534730867,0.06461586951371481,261.34305245535717,-1491100.0,24160.9152838466,0.002661079652128029,0.007245589745673832
2024-12-30 00:00:00+05:30,23796.900390625,23915.349609375,23599.30078125,23644.900390625,364900,0.0,0.0,24260.330078125,,,24061.96727259029,24177.678019807565,-115.71074721727564,-45.30927592406971,-70.40147129320593,25.40402401507896,8.570116802975713,15.842612983469126,24260.330078125,25093.568408583462,23427.091747666538,0.06869142569579252,274.99302455357144,-1856000.0,24148.723986803092,-0.007075847935867907,0.007056882535110632
2024-12-31 00:00:00+05:30,23560.599609375,23689.849609375,23460.44921875,23644.80078125,193600,0.0,0.0,24228.767578125,,,24022.23713055788,24156.780873197466,-134.5437426395838,-63.15616926717253,-71.38757337241127,25.518065413560663,13.841749913478067,14.802933578537425,24228.767578125,25106.151775860326,23351.383380389674,0.07242499602228834,279.439453125,-2049600.0,24140.769704494,-4.212721278373799e-06,0.006868540895409232
2025-01-01 00:00:00+05:30,23637.650390625,23822.80078125,23562.80078125,23742.900390625,154900,0.0,0.0,24193.055078125,,,23995.633631516655,24140.55026603776,-144.91663452110515,-79.50826231795907,-65.40837220314609,27.943272472138958,21.207406277679684,14.539757664711155,24193.055078125,25089.24173117965,23296.868425070348,0.07408627394602751,290.3037109375,-1894700.0,24135.83958764027,0.004148887118253564,0.0066838542440355656
2025-01-02 00:00:00+05:30,23783.0,24226.69921875,23751.55078125,24188.650390625,283200,0.0,0.0,24179.11513671875,,,24014.016180003164,24142.43654543334,-128.42036543017457,-89.29068294040218,-39.12968248977239,42.46869941717142,54.67585070126761,29.908335630808455,24179.11513671875,25065.955272294443,23292.275001143054,0.07335588011067667,314.3392857142857,-1611500.0,24134.197580718945,0.018774033191665485,0.008071472347396458
2025-01-03 00:00:00+05:30,24196.400390625,24196.44921875,23976.0,24004.75,312300,0.0,0.0,24143.9326171875,24131.6541015625,,24013.13368666953,24137.037073063402,-123.90338639387119,-96.21322363109599,-27.690162762775202,33.78631032366164,41.20990757855822,39.03105485250184,24143.9326171875,24997.570023400847,23290.295210974153,0.07071237480224433,286.40708705357144,-1923800.0,24132.53886947399,-0.007602755327609123,0.00782878245465592
2025-01-06 00:00:00+05:30,24045.80078125,24089.94921875,23551.900390625,23616.05078125,278100,0.0,0.0,24090.8451171875,24115.2651171875,,23975.316267105765,24116.606238090328,-141.2899709845624,-105.22857310178927,-36.06139788277312,30.09683988390445,13.371848087158373,36.419202122328066,24090.8451171875,24936.712876430214,23244.977357944783,0.07022317026472727,312.01771763392856,-2201900.0,24125.214001833247,-0.016192595996625703,0.008496711275213908
2025-01-07 00:00:00+05:30,23679.900390625,23795.19921875,23637.80078125,23707.900390625,262300,0.0,0.0,24045.29013671875,24101.4351171875,,23949.84808839331,24100.57855779757,-150.73046940425775,-114.32895236228298,-36.40151704197477,36.93036480224468,26.49370148554604,27.025152383754207,24045.29013671875,24869.2449416307,23221.335331806804,0.06853357145844657,298.7568359375,-1939600.0,24117.86294809541,0.0038892874268343647,0.0086032198476797
2025-01-08 00:00:00+05:30,23746.650390625,23751.849609375,23496.150390625,23688.94921875,266400,0.0,0.0,23999.23505859375,24091.5980859375,,23925.00057699871,24084.436230776097,-159.4356537773856,-123.3502926453035,-36.0853611320821,38.84096378332401,29.820554649265908,23.228701407323438,23999.23505859375,24792.679923834257,23205.79019335324,0.06612251293037674,299.54966517857144,-2206000.0,24109.449743610003,-0.0007993610384197103,0.008599811452335883
2025-01-09 00:00:00+05:30,23674.75,23689.5,23503.05078125,23526.5,269200,0.0,0.0,23943.47001953125,24075.345078125,,23887.04814109407,24062.5563785888,-175.50823749473057,-133.78188161518892,-41.72635587954164,40.336364233601266,8.620004078303426,21.644753404371787,23943.47001953125,24702.801861335753,23184.13817772675,0.06342705056410763,289.39969308035717,-2475200.0,24099.962717659444,-0.006857594959147506,0.008635127313973475
2025-01-10 00:00:00+05:30,23551.900390625,23596.599609375,23344.349609375,23431.5,261000,0.0,0.0,23887.61005859375,24054.6380859375,,23843.662603847017,24037.809069624534,-194.14646577751773,-145.85479844765467,-48.29166732986306,45.96021720306545,9.877081567104876,16.105880098224734,23887.61005859375,24623.485081019015,23151.735036168484,0.06161143962248569,269.67103794642856,-2736200.0,24089.132031128895,-0.004037999702463213,0.008637698341563202
2025-01-13 00:00:00+05:30,23195.400390625,23340.94921875,23047.25,23085.94921875,316500,0.0,0.0,23803.49248046875,24029.540078125,,23771.499424313966,24000.48123233534,-228.98180802137358,-162.48020036239848,-66.5016076589751,34.18545076277806,3.2811263202169973,7.259403988541764,23803.49248046875,24498.998482586474,23107.986478351027,0.058437307272317295,276.97098214285717,-3052700.0,24070.47985298609,-0.014747275302477436,0.008640269366396294
2025-01-14 00:00:00+05:30,23165.900390625,23264.94921875,23134.150390625,23176.05078125,311200,0.0,0.0,23728.88251953125,24008.9541015625,,23714.790029736447,23968.150626410425,-253.36059667397785,-180.65627962471436,-72.7043170492635,37.3178067748173,10.920417700263961,8.026208529195275,23728.88251953125,24349.960603964264,23107.804435098235,0.05234785784132946,276.72098214285717,-2741500.0,24053.50493240349,0.003902874499386977,0.008794128198215623
2025-01-15 00:00:00+05:30,23250.44921875,23293.650390625,23146.44921875,23213.19921875,228000,0.0,0.0,23672.74248046875,23987.13109375,,23667.019476309168,23938.544688855116,-271.5252125459483,-198.83006620896114,-72.69514633698716,37.73581034184359,14.07006050891074,9.423868176463897,23672.74248046875,24265.072223267525,23080.412737669976,0.05004318728913454,272.8853236607143,-2513500.0,24041.842249404006,0.0016028803979861728,0.008497648351572868
2025-01-16 00:00:00+05:30,23377.25,23391.650390625,23272.05078125,23311.80078125,299400,0.0,0.0,23628.3900390625,23973.4601171875,,23633.18912439877,23913.966496400015,-280.77737200124466,-215.21952736741787,-65.55784463382679,38.726584592207345,22.430027257161214,15.806835155445304,23628.3900390625,24186.715808511108,23070.06426961389,0.04725889225000806,272.1568080357143,-2214100.0,24028.94548635685,0.004247650725383689,0.008581924303393848
2025-01-17 00:00:00+05:30,23277.099609375,23292.099609375,23100.349609375,23203.19921875,272900,0.0,0.0,23590.9650390625,23953.2580859375,,23592.23770481317,23886.093269825506,-293.8555650123344,-230.94673489640118,-62.90883011593323,39.798119596275285,13.222207134553669,16.574098300208536,23590.9650390625,24158.313851003593,23023.616227121405,0.04809882181603541,264.685546875,-2487000.0,24015.5447158128,-0.004658651792672774,0.00838395507994041
2025-01-20 00:00:00+05:30,23290.400390625,23391.099609375,23170.650390625,23344.75,301500,0.0,0.0,23578.8275390625,23930.4720703125,,23568.667447211916,23864.864121989212,-296.1966747772967,-243.9967228725803,-52.199951904716414,43.49484502905653,25.223637887122898,20.291957426279257,23578.8275390625,24156.77593673936,23000.879141385638,0.04902265786705356,264.04617745535717,-2185500.0,24003.048653053604,0.006100485537167577,0.007897366442335966
2025-01-21 00:00:00+05:30,23421.650390625,23426.30078125,22976.849609375,23024.650390625,312900,0.0,0.0,23542.38759765625,23906.9780859375,,23516.856298965544,23831.914563896502,-315.0582649309581,-258.20903128425584,-56.84923364670226,35.79553267524987,3.8245226378798702,14.090122553185479,23542.38759765625,24164.21476242854,22920.560432883958,0.05282617680070786,277.57840401785717,-2498400.0,23987.685782750832,-0.013711845677293555,0.008213488098421885
2025-01-22 00:00:00+05:30,23099.150390625,23169.55078125,22981.30078125,23155.349609375,276000,0.0,0.0,23513.77255859375,23887.12109375,,23482.427090433113,23805.382604895658,-322.95551446254467,-271.15832791991363,-51.79718654263104,26.655988562956693,14.63595089961325,14.561370474872005,23513.77255859375,24152.154980069645,22875.390137117858,0.05429859627034447,256.4677734375,-2222400.0,23973.954488541138,0.0056764909144164655,0.008370205178139046
2025-01-23 00:00:00+05:30,23128.30078125,23270.80078125,23090.650390625,23205.349609375,275600,0.0,0.0,23486.530078125,23868.4020703125,,23456.03875890377,23781.85189918897,-325.81314028519773,-282.0892903929705,-43.723849892227236,30.777200515121606,20.52826162865169,12.996245055381602,23486.530078125,24128.920621144647,22844.139535105354,0.0547028906256322,253.58928571428572,-1946800.0,23961.98587947724,0.0021593282262408753,0.008390791786397034
2025-01-24 00:00:00+05:30,23183.900390625,23347.30078125,23050.0,23092.19921875,264300,0.0,0.0,23450.47001953125,23852.5770703125,,23421.387374127222,23754.8066960345,-333.41932190727675,-292.3552966958317,-41.06402521144503,35.47885161371359,14.095394933113761,16.4198691537929,23450.47001953125,24096.560727732012,22804.37931133049,0.055102580687095004,236.39299665178572,-2211100.0,23950.474562260213,-0.004876047658393667,0.008380990218557604
2025-01-27 00:00:00+05:30,22940.150390625,23007.44921875,22786.900390625,22829.150390625,257400,0.0,0.0,23409.68251953125,23837.9790625,,23364.983851888912,23718.50644876354,-353.5225968746272,-304.5887567315908,-48.93384014303638,27.752636534094947,4.378468750379513,13.000708437381652,23409.68251953125,24105.197508472083,22714.167530590414,0.059421138100489004,245.40373883928572,-2468500.0,23935.583101625325,-0.011391241935562957,0.008585077406364485
2025-01-28 00:00:00+05:30,22960.44921875,23137.94921875,22857.650390625,22957.25,361900,0.0,0.0,23375.30498046875,23826.470078125,,23326.15205647092,23688.65325469438,-362.50119822346096,-316.1712450299649,-46.32995319349607,32.44569190111147,18.873219931145066,12.449027871546113,23375.30498046875,24089.60235450584,22661.00760643166,0.06111555546624289,249.19656808035714,-2106600.0,23917.425306176585,0.005611229817278129,0.008734629596835276
2025-01-29 00:00:00+05:30,23026.75,23183.349609375,22976.5,23163.099609375,226300,0.0,0.0,23346.31494140625,23820.6560546875,,23310.623251985595,23668.043307819113,-357.42005583351784,-324.4210071906755,-32.999048642842354,41.45945811962203,46.46160080662669,23.23776316271709,23346.31494140625,24044.680671981423,22647.949210831077,0.05982663493813962,252.02873883928572,-1880300.0,23907.874204583273,0.008966649288351114,0.008960337392298517
2025-01-30 00:00:00+05:30,23169.5,23322.05078125,23139.19921875,23249.5,361900,0.0,0.0,23299.357421875,23815.2760546875,,23304.80198989173,23651.629844767383,-346.82785487565343,-328.9023767276711,-17.925478147982346,45.705323547901244,72.34897196775543,45.89459756850906,23299.357421875,23874.708801167762,22724.006042582238,0.04938774652665605,247.07170758928572,-1518400.0,23895.452751524608,0.003730087599762788,0.007744528049129377
2025-01-31 00:00:00+05:30,23296.75,23546.80078125,23277.400390625,23508.400390625,304900,0.0,0.0,23274.53994140625,23818.4460546875,,23324.192313771087,23646.013003428467,-321.82068965737926,-327.4860393136127,5.665349656233445,60.39367119872601,94.94665470649166,71.25240916029126,23274.53994140625,23757.118731838287,22791.96115097421,0.041468384908740004,240.86104910714286,-1213500.0,23888.522578448203,0.011135740150325812,0.008147590033920632
2025-02-03 00:00:00+05:30,23319.349609375,23381.599609375,23222.0,23361.05078125,329700,0.0,0.0,23261.78994140625,23807.5220703125,,23327.702644007175,23634.838014323428,-307.1353703162531,-323.41590551414083,16.28053519788773,54.42689638669538,75.55600677514785,80.95054448313165,23261.78994140625,23719.195460971183,22804.384421841314,0.03932676898184412,248.53250558035714,-1543200.0,23879.260783066708,-0.006267955578711404,0.007446442911038954
2025-02-04 00:00:00+05:30,23509.900390625,23762.75,23423.150390625,23739.25,376700,0.0,0.0,23263.357421875,23797.8690625,,23366.89763029221,23638.93260199702,-272.03497170481205,-313.1397187522751,41.104747047463036,60.821637328216184,97.59184204469263,89.36483450877738,23263.357421875,23727.367069928052,22799.347773821948,0.039891890034474076,266.7109375,-1166500.0,23874.90844234197,0.016189306820631133,0.00828963653663379
